"Name","Rating","Reviews"
"One module to rule Azure Active Directory... Hello, Microsoft Graph PowerShell SDK!","5/5","Great sesion on updating the latest developemnt on woeking with Azure AD."
"One module to rule Azure Active Directory... Hello, Microsoft Graph PowerShell SDK!","4/5","-"
"One module to rule Azure Active Directory... Hello, Microsoft Graph PowerShell SDK!","5/5","-"
