"Name","Rating","Reviews"
"Revealing the Antivirus Quarantined Using PowerShell to enable Analysis","5/5","-"
"Revealing the Antivirus Quarantined Using PowerShell to enable Analysis","5/5","-"
"Revealing the Antivirus Quarantined Using PowerShell to enable Analysis","4/5","Good presentation, excellent delivery "
"Revealing the Antivirus Quarantined Using PowerShell to enable Analysis","5/5","-"
