"Name","Rating","Reviews"
"A Month Working in Cloud Shells","5/5","Really interesting topic"
"A Month Working in Cloud Shells","3/5","-"
"A Month Working in Cloud Shells","3/5","-"
"A Month Working in Cloud Shells","4/5","""\nGood information, but a little hard to follow. The speaker spoke too quickly sometimes and it was hard to follow the train of thoughts."""
