"Name","Rating","Reviews"
"Idempotence isn't a dirty word","5/5","-"
"Idempotence isn't a dirty word","4/5","Looking forward to the recording as i found it difficult to hear."
"Idempotence isn't a dirty word","3/5","Presentation was a bit fractured and seemed to gloss over the examples.  "
